username,game_company,country,score,age,sex
NVMF83gC,NEXON,CN,79,37,0
WKpQBa8w,NEXON,CN,35,34,0
DX3eUmLI,Tencent,UK,2,10,1
h4g0spyG,NETS,UK,80,34,1
RQoEEjmO,Tencent,CN,60,10,1
0rPDuRyL,NETS,US,14,47,1
69e9vMmX,NEXON,CN,82,14,1
z5rchZWC,Tencent,US,10,21,1
AHVjg3CR,NETS,CN,15,17,1
1t6k5U1r,Tencent,KR,50,18,0
bCaMpSzO,Tencent,UK,17,50,1
TdOpo0jI,Tencent,CN,100,13,1
QPhBesZ7,TiMi,CN,87,20,0
qLr5zpF7,GY,KR,37,47,0
g4CovhGZ,Tencent,CN,41,15,1
SeF8zZjF,TiMi,CN,58,39,0
pW87QVr7,NETS,UK,67,41,0
TyzZ1K74,GY,UK,83,41,1
yTrzHIHJ,TiMi,KR,12,31,1
OxoEb0BW,TiMi,KR,21,23,1
l75qZMd4,NETS,US,31,37,0
t5nDprX4,GY,CN,25,29,0
DDTjyG0b,NETS,CN,13,27,0
wZB4xGRO,Tencent,KR,24,12,0
38aSHjBI,NETS,US,5,13,0
jzaLPfdq,TiMi,US,26,37,0
SNh5zCoO,GY,US,87,29,1
Vpxp9FnX,NETS,CN,36,14,0
zODfzXPQ,GY,US,53,34,0
QWKeYwem,NEXON,CN,52,21,1
Z6MVHXVh,NETS,US,71,12,0
GEqpUfrf,Tencent,KR,30,45,1
YAIFNjTe,Tencent,KR,17,44,0
hrBwmuWR,NEXON,US,95,33,1
kReu7DOf,Tencent,US,4,19,0
Xw4LqDrG,GY,CN,38,36,1
YZLokD8l,GY,CN,5,30,0
b70wWdib,GY,UK,13,22,1
kV0cNJxf,NETS,US,35,46,0
hXEOLhHg,GY,KR,61,43,0
I5OCZUNW,NEXON,UK,55,13,0
d819pk6q,NETS,UK,1,47,1
2eVvxHwp,NETS,CN,85,45,0
0vXk6bss,TiMi,UK,81,35,0
lD9licfo,NEXON,US,22,44,0
WAKYrt7D,NEXON,US,47,45,1
inrkGYPo,GY,US,87,44,0
umPj2uwW,Tencent,UK,30,24,1
f4rOzyaY,Tencent,US,10,22,1
aNT1N0e3,Tencent,CN,19,15,1
v3U7O3qF,NETS,UK,34,32,0
NnTWC4Q5,NEXON,CN,3,14,1
TLlM6bOf,Tencent,UK,97,34,0
ihGxMJL2,TiMi,CN,32,31,0
unKyYvM1,Tencent,UK,63,30,0
fs5qG4Kv,GY,KR,86,36,1
OrzaROXv,NEXON,CN,3,40,1
Am3Flj2i,TiMi,CN,70,10,0
0CTzWwcX,NEXON,CN,0,49,1
KG3sU7d3,NETS,US,44,49,0
scsdTPvT,Tencent,UK,80,32,1
xGjwdPag,Tencent,UK,97,35,0
dHBCmVSm,NEXON,US,98,26,1
P7VBVqr9,GY,CN,34,30,1
6qzkcIK7,GY,UK,81,24,1
3J6cmUvY,GY,CN,35,33,0
HtCdTC08,GY,UK,35,27,1
XYSgE9B1,GY,KR,58,10,1
Pr5ZQ3kW,GY,US,85,13,0
Ypb9fBHV,NETS,CN,98,21,1
xbpcf427,Tencent,CN,13,48,1
U7yVoqHs,GY,CN,86,49,0
KK2uRLuP,TiMi,KR,43,15,0
rGKGi7IH,GY,UK,68,38,0
3Ea2uOKv,GY,CN,66,16,0
zEo5ChFq,NEXON,UK,33,41,1
oZZU0esf,NEXON,UK,84,29,1
AxcFnG0l,Tencent,US,52,27,0
nqVVmqWU,NEXON,US,54,39,0
iKjRy9rd,GY,US,24,25,0
essvrhG2,GY,UK,57,16,0
vhro7I2O,GY,UK,76,27,0
Ib1gPkrp,TiMi,KR,11,29,1
ajtiOkat,NEXON,KR,58,32,1
6Lbbi0l8,NEXON,CN,66,18,0
ybPXWNgz,NEXON,UK,7,19,1
fVCI51Lq,GY,UK,81,45,1
wFV1meAy,TiMi,CN,93,49,1
3Z5QH63X,NEXON,KR,82,22,0
OQNcMFBj,GY,KR,76,11,0
79vy1WLo,NEXON,US,29,45,0
9uSaWpRo,TiMi,CN,34,34,0
dXi2KkGG,Tencent,UK,55,35,1
oKaJUksS,GY,CN,55,40,0
ezCOOcvM,Tencent,US,67,36,0
xfvBVtkV,NEXON,UK,24,48,0
2q3DSFZO,Tencent,UK,66,44,1
m6TUjL0a,NEXON,KR,77,20,1
QYQeGFtE,NETS,KR,49,47,0
SAI0HUbS,NEXON,KR,64,28,0
A2Tvl86O,NEXON,US,19,40,0
Du1yIcbZ,TiMi,CN,100,33,0
zUgVWcTF,Tencent,UK,51,21,0
JioNCAmS,NETS,CN,12,29,0
ThFhsYYl,NETS,CN,16,20,1
2NLfFPUb,GY,US,10,50,0
oo2230qT,NEXON,UK,15,23,0
9XYJszbe,NEXON,UK,58,30,1
evUxXrXj,Tencent,UK,20,29,0
ArVL7few,GY,US,46,21,0
Y8Ev63rQ,Tencent,KR,63,34,1
CTvjIvZG,GY,UK,92,16,0
1gNZKmPj,NEXON,CN,60,20,1
wfBO1DpH,NEXON,US,12,26,0
Urn0T8F6,NEXON,US,70,23,1
vXBu4Nqt,TiMi,CN,90,41,0
lg4I6KUa,TiMi,UK,62,50,0
0FsOSK5J,NETS,KR,2,12,0
JuHG9hdn,TiMi,UK,18,16,1
Ml0G4ESb,NEXON,CN,71,47,1
vrMlWjYG,Tencent,KR,68,31,0
Ykywq08z,GY,US,38,27,0
cYzY7pyk,GY,KR,82,17,0
KCZ5ODnf,TiMi,KR,85,15,0
lveESBCF,NEXON,CN,0,31,1
BVOLdNBv,GY,US,33,30,1
WybyMAof,TiMi,US,8,11,1
7e31sTSo,NEXON,KR,7,47,0
YxGZvT5R,GY,CN,4,19,1
48YC2bnH,GY,UK,74,48,0
LlgyY9aY,TiMi,US,34,10,1
zolkko5p,NEXON,UK,44,43,1
gIFv8gPr,NETS,KR,88,40,0
d5DUb5nu,TiMi,KR,76,44,1
QPf2L44U,NEXON,US,68,16,0
So1Mq7jN,NEXON,KR,92,31,1
GzkWHdmz,Tencent,US,4,13,1
n4zXa8bh,GY,KR,99,48,0
EY2CfyAu,Tencent,US,75,14,0
oGHFOpzA,NETS,CN,92,49,0
BeRe9UsP,TiMi,KR,11,29,1
JC4ASnLH,NEXON,US,57,11,1
5A2coftv,TiMi,CN,8,25,1
FcpsWpDS,NETS,UK,63,43,1
DKAE98pQ,NETS,UK,41,20,0
lO8uqa6a,TiMi,UK,41,30,0
o378s0q5,NETS,UK,56,40,1
FuYGfxVU,TiMi,US,12,31,0
thCG4sti,NEXON,UK,84,42,1
esodH5Dk,TiMi,US,10,33,0
nJw5lYeI,NETS,KR,4,41,1
sauOMqBZ,Tencent,US,95,47,0
2mEh40EC,TiMi,KR,22,38,0
GIm7eBYY,NETS,UK,72,44,0
0aQ7SX7d,NEXON,UK,60,19,1
hR32oNya,Tencent,US,29,10,1
WYDQmHGn,NEXON,KR,49,25,1
aJR2cgn9,Tencent,CN,18,35,1
9AUWPfzU,Tencent,US,14,39,0
04vDilmo,NEXON,UK,97,13,0
S5kCpoEe,NETS,KR,49,29,0
ZWRNH4MC,GY,UK,88,43,0
NwNafwFX,NEXON,CN,79,50,0
szLBMEjh,Tencent,CN,45,40,0
xRB4gDn6,NETS,CN,24,47,0
a1CsvRdb,GY,CN,63,50,0
VvRQAkwG,GY,KR,43,22,0
iRufyojY,NEXON,UK,27,17,0
Nc5BbPpH,GY,CN,60,20,0
bNsW9VBt,Tencent,CN,40,31,0
9JQmbLdG,TiMi,US,16,16,0
Y6rpLVeF,GY,US,40,35,0
gofVJ9gD,NETS,UK,23,35,1
FFiojyBm,NETS,UK,1,35,1
4Q8lzMKz,Tencent,KR,53,13,0
NeGxHPn6,NETS,KR,91,17,0
Sf7pS42T,TiMi,KR,75,42,0
Emuv6PMb,Tencent,KR,75,45,1
HTLZ1VhC,NETS,UK,32,49,1
uJY6ePeZ,NETS,US,54,50,0
Lw1xRtAG,TiMi,KR,25,34,0
KVYkrHnb,Tencent,KR,13,38,1
gLp1kGu4,Tencent,US,35,47,0
fQYXIFuB,NEXON,KR,28,13,0
Nj7P0fd4,GY,UK,52,32,1
mU20lnaq,NEXON,KR,28,28,0
KUpo9ued,GY,CN,82,25,1
lGaW5Bup,GY,US,49,45,1
2c3tBLJv,TiMi,KR,23,26,1
CUWFSxAp,Tencent,US,91,38,0
TjrnP2gb,GY,UK,66,43,0
p3c2mVaW,NETS,US,29,41,0
XulAc0bC,NETS,US,91,30,1
Uh38Sq9m,NEXON,US,67,39,1
IYnZlpOq,GY,UK,87,19,0
LjvDcoyI,GY,UK,5,24,1
4PFRSqwd,NETS,KR,33,46,0
WURdJeb2,GY,US,4,22,1
o4TuJd7O,Tencent,KR,82,31,0
9xk3Wijx,NEXON,US,7,24,1
3vHaEspa,TiMi,KR,6,23,0
aSEPNWlM,NETS,CN,85,30,1
PlwwwT1w,TiMi,UK,40,38,0
AcUwndsX,Tencent,UK,3,10,0
VyGdrv4a,NEXON,UK,53,40,1
4rMXPQbQ,NETS,KR,94,50,0
tl2rJ54O,Tencent,KR,59,39,0
EZ5CNaSV,NEXON,US,66,43,1
pQXJpD71,TiMi,UK,83,23,0
3tZuJhWI,NETS,UK,59,10,1
eqdq7W1D,Tencent,UK,73,27,0
WEQ0KqgW,NETS,US,86,33,0
njq8s3EX,NETS,KR,75,21,1
iI5mm1qU,Tencent,CN,71,50,0
qkndiYse,Tencent,UK,15,27,1
t4DxTEiz,TiMi,UK,22,12,0
WH0yWP5L,TiMi,US,7,25,1
8tZ1q3PK,TiMi,KR,78,45,1
DmwRdWmR,NETS,CN,100,32,1
r1ezmrJf,Tencent,CN,99,17,1
eCPKbuz7,Tencent,KR,89,49,1
6GUDvvlj,NEXON,US,33,47,1
StlalagB,TiMi,US,36,40,1
jrJxwSzP,Tencent,UK,43,23,0
yiyQExDB,GY,KR,85,11,1
ifzD7Oxs,NEXON,UK,18,25,1
pgeguHZJ,GY,CN,3,39,0
AaBuBDJP,TiMi,KR,66,42,0
KIdNFoQP,Tencent,US,58,43,0
u87vPdaa,NETS,KR,62,31,0
gNtniC8W,GY,KR,9,39,1
YscUU4m8,TiMi,US,76,31,0
XAOQbOVj,Tencent,CN,72,11,0
yFG7kNxt,NEXON,CN,70,15,0
P8TjUpFy,TiMi,CN,30,25,0
sdBrVXws,NETS,CN,85,13,0
EQZjiis9,Tencent,UK,100,26,0
5Cqt5kDs,NEXON,US,20,21,0
4u1D3plJ,NETS,KR,52,46,1
3xprgM3h,GY,US,41,27,1
Hf9KzSNZ,GY,UK,9,43,0
g7RLscgO,NETS,KR,54,26,1
eJMnrdTI,NEXON,UK,64,16,1
NIusP6AW,NEXON,US,23,25,0
gkeIwcTA,TiMi,KR,68,13,1
zFXzIG5n,GY,KR,36,16,1
emrv37PS,Tencent,UK,52,23,0
unOJwzJd,GY,CN,95,36,0
CHFdf4O2,Tencent,US,82,48,1
9Eu4GFZB,TiMi,CN,18,19,0
mA13qu2a,TiMi,CN,31,12,1
kCZaCyyn,TiMi,UK,26,50,1
d2qWmQQl,Tencent,US,78,39,0
531GJJp3,NEXON,KR,1,15,0
HMXQ6uzk,TiMi,CN,32,40,1
BTLY6iXf,NEXON,CN,34,33,0
KQlh9uBL,NEXON,CN,6,23,1
T7sXB2WZ,Tencent,KR,2,50,0
1GaawJyb,NEXON,UK,78,49,1
TjeFoXKF,NETS,KR,33,34,0
lhHLCLwl,NETS,US,84,19,0
g81qeUdj,NETS,US,32,24,1
leEU4mLS,NETS,UK,72,32,0
gzQH5Qwq,NETS,KR,30,15,1
i39eLcwu,NEXON,US,42,19,0
I0MyqMQR,NEXON,US,46,20,1
E5zyVH5s,TiMi,KR,91,12,1
pSMjGWoX,NEXON,CN,46,40,1
HwJZfgHT,TiMi,US,16,22,1
Rl4UgAJF,GY,UK,30,39,1
eWFNncb0,GY,KR,7,49,1
i0bFp9Wz,NETS,UK,97,14,1
XELh7e5z,Tencent,US,21,49,0
jx0U8R00,TiMi,CN,52,38,0
kzIoZQdz,Tencent,CN,55,17,1
Aa2r1CcX,TiMi,UK,40,11,1
0KAfXb7l,Tencent,KR,76,21,0
kWtZFp3b,NETS,KR,94,21,0
3GkYGyTh,TiMi,UK,19,18,1
81fyGUPS,Tencent,US,33,38,0
f0mpYeb7,GY,UK,13,22,1
jDbT3FG1,NEXON,CN,86,15,0
DODLr1lb,GY,CN,94,30,1
CfPtkJA6,TiMi,US,40,43,0
kHVfl3qr,NETS,KR,33,42,1
EqEYL4lK,TiMi,CN,2,23,1
wziUkjYS,Tencent,UK,21,33,0
ajBKXoix,TiMi,KR,94,25,0
6aQWSqWt,NETS,KR,50,25,0
vT5ehHRJ,TiMi,US,60,18,1
HvC3vrty,TiMi,KR,63,38,0
079MflL1,NEXON,KR,23,14,0
IxWK9PJx,TiMi,CN,45,18,0
mtYVswar,NETS,UK,31,39,1
bx1EOdjN,Tencent,CN,52,26,0
9ctUewez,GY,UK,24,15,1
sCSXXkSJ,GY,UK,4,24,1
BMSancBc,TiMi,US,51,26,1
5dznD5hy,NEXON,CN,84,50,0
AEgt8b10,NEXON,KR,33,49,1
wx77nGRN,GY,CN,22,28,0
r3OGhKwz,Tencent,US,30,17,1
V6QfZnxP,Tencent,KR,32,39,1
OWfyLFI8,TiMi,CN,68,32,0
ewnFE8QV,Tencent,CN,71,33,1
eepWofct,Tencent,CN,39,27,1
xmLZE98P,NETS,CN,11,42,0
BWdI0VVm,TiMi,US,43,44,1
7CK2F3bm,Tencent,KR,84,48,0
rPN7n8JM,GY,US,22,43,0
rRL4uJyV,NETS,US,30,17,0
JCzU8Bbc,TiMi,CN,38,17,1
ODQ2aeCX,Tencent,KR,57,44,0
z6RGnBKC,NEXON,US,52,40,0
Ojr6fLT8,Tencent,UK,90,40,1
uUfuuLXP,NETS,US,91,21,1
qvATEufV,GY,CN,43,38,0
TnQN1DKa,TiMi,UK,1,50,1
oRpuYFOz,Tencent,UK,21,43,0
4ENlvzOo,Tencent,US,66,21,0
FMcoTtx8,GY,US,72,14,0
BZvTmbiQ,TiMi,UK,53,41,0
g2VTihIj,Tencent,CN,12,29,1
mQSuoiTR,GY,US,84,19,1
Q8mmUI9U,NETS,CN,48,21,0
flJJyLi4,NETS,KR,8,34,0
c2cF1sEB,NETS,US,12,36,1
06Kq2QSx,Tencent,US,37,33,0
OSqgIkF9,NEXON,CN,15,42,1
vmvi1aF8,GY,CN,88,44,1
bFb6OwDl,Tencent,CN,33,24,1
HXFtaUIk,NETS,CN,34,48,0
5wfYelAr,NEXON,UK,29,40,1
2HVREGjL,NEXON,CN,8,34,0
UV5o1Yhz,Tencent,UK,92,11,1
jIeetBHi,TiMi,CN,64,10,1
GyXmRzoj,Tencent,US,5,33,1
D911qBeb,TiMi,US,52,49,0
g0Hp0ppO,TiMi,KR,86,48,0
TDj5wDMR,NETS,UK,74,15,1
7tLQboi2,GY,KR,70,17,1
iQsCtftD,TiMi,UK,75,36,1
W2ukuMCd,TiMi,CN,68,31,0
RJ1wDDyX,TiMi,UK,70,16,1
EBwkhbdl,NEXON,KR,47,29,1
QZ6N51dc,GY,KR,19,50,0
4SOBqgcG,GY,CN,43,36,1
V0U0UcjB,TiMi,UK,94,12,0
XyZn4F1c,NETS,UK,38,24,1
790FrZjs,NETS,US,73,20,0
0CwxXaTt,GY,KR,33,14,1
lYth0b1K,NETS,KR,87,37,0
ZaDTpyD0,NEXON,UK,39,32,1
Vl2szMoT,NETS,UK,57,17,1
6xRfhhqs,GY,US,77,11,0
t6vRsWxo,GY,KR,89,12,1
oVhDEZP7,TiMi,KR,44,25,1
hYAnKvYY,NETS,US,92,36,0
34Vhu4TY,GY,UK,18,13,0
xaIKqAoF,TiMi,US,55,37,1
y9JbA4Zs,NEXON,UK,99,49,1
kn0A0cDc,Tencent,CN,11,23,1
knl7aR9K,TiMi,US,52,25,1
lZ1ibtXL,NETS,US,80,38,0
Fhn2YkeQ,NEXON,CN,36,24,1
MZ6ebIIU,GY,UK,45,47,1
iohgihwO,NETS,US,78,30,1
LCxLD5Oc,NEXON,KR,91,50,1
ZMOY6GZ2,Tencent,KR,0,12,1
s7qYvcEI,GY,KR,36,50,1
dImPzuC3,Tencent,US,15,13,1
hY1hli12,Tencent,CN,22,49,0
Dc0dfxRC,NEXON,US,100,48,0
glyRnOTc,NEXON,UK,95,34,1
gdFS5HWC,GY,US,76,22,0
DFKitakU,NETS,UK,70,26,1
GNwoTPTB,TiMi,US,3,13,0
KmYEL0RI,GY,CN,100,16,1
SF6Bca50,TiMi,KR,100,38,1
IeM99oJF,NEXON,KR,58,21,0
HV1DhqIW,TiMi,KR,63,29,0
7tBLTIdH,Tencent,UK,71,31,1
kIityxeW,NETS,US,40,21,0
dCsKuPh7,NETS,CN,71,25,1
hLodp3wt,NETS,CN,31,31,0
LXsprCNe,GY,UK,25,31,0
2OmZJPXG,NETS,CN,93,44,1
t54dzqoY,TiMi,US,57,36,0
TQaE1Lix,Tencent,UK,2,13,0
AUxc8Ask,NETS,KR,76,13,0
lCZ1CqvH,Tencent,CN,8,27,1
ixbm3Cpy,GY,CN,56,32,1
puXpOeMk,GY,US,17,18,0
CrFDvWQq,GY,CN,91,13,0
3x0wYGsm,Tencent,KR,57,40,0
T2yS6kkd,Tencent,CN,65,46,1
6bRLDqTf,TiMi,CN,85,35,0
757f0VMX,Tencent,UK,8,23,0
LAcdKbki,TiMi,CN,44,20,1
FTbcvzEz,TiMi,UK,85,18,0
twvSwHDx,NETS,KR,0,22,1
2W0bjeCk,TiMi,KR,16,50,0
sdGDd7cI,NEXON,US,54,21,0
V0k5lz6y,NEXON,CN,34,28,1
uDwQRtPS,GY,US,26,29,1
yRgnQqVS,Tencent,UK,84,10,1
8aiODQDM,NETS,KR,78,49,0
y1stdlDt,TiMi,KR,72,38,0
ps7NCJm8,NEXON,UK,82,13,1
EbLo6lU4,TiMi,CN,2,19,0
XLbOELga,GY,CN,1,37,0
EGwHu7je,Tencent,US,94,50,0
9Fmzy6LD,NEXON,US,88,32,0
MSUnookf,TiMi,CN,77,49,1
PD7O1P1O,NETS,KR,95,11,0
Wqr3NMPd,NETS,US,12,33,1
ScHiBw6W,GY,CN,49,45,0
mNIb7CiO,NEXON,US,22,40,1
4mIBjuit,Tencent,CN,48,41,1
aGBV8Nu0,GY,UK,57,13,0
UbXegeRZ,NETS,KR,16,35,1
y1VsVg5Y,GY,US,22,25,1
vIFipe6x,Tencent,KR,52,28,0
E88HcdbK,GY,CN,37,46,0
GYxvx9at,NETS,UK,73,22,1
I1enqqOR,Tencent,UK,2,38,0
K2h3h8RA,Tencent,UK,68,31,1
teXrcMAO,NETS,CN,17,47,1
d4uAO3W6,TiMi,UK,17,32,0
KnVtW8iO,GY,KR,96,30,0
1v6XwZuD,TiMi,KR,45,31,1
TrBdJpcw,TiMi,US,70,18,0
v9eMn73z,NETS,CN,49,37,1
OlgcgDLx,Tencent,CN,75,25,0
Q5nUcaco,NEXON,UK,72,20,1
ASNL2aJp,NEXON,CN,6,43,1
OXxTyECe,Tencent,US,94,13,1
NP1oXxqm,GY,UK,8,20,0
wJXouMNz,TiMi,US,47,11,1
0aknp2KO,Tencent,UK,12,44,1
61Ifzo6K,GY,CN,70,12,0
Q5EwChLg,TiMi,KR,4,21,1
q3G0bEYF,NEXON,KR,100,38,0
kploCPG2,GY,US,31,35,0
UasDnWNv,Tencent,UK,64,45,1
o1axVf0X,TiMi,CN,94,14,0
tyw1vhDM,Tencent,CN,25,40,0
q8cXuJDe,NETS,CN,76,38,1
SR5Jx2P5,Tencent,KR,70,10,1
O1iPRPxd,NETS,CN,24,24,0
DU2vrXR3,NETS,UK,86,25,0
V9cyMK1b,GY,CN,84,42,0
yUsAI1AT,GY,KR,67,34,0
VjudT2p6,NEXON,UK,16,19,1
Xh7c3WVl,Tencent,UK,24,29,1
74weA77H,Tencent,UK,11,20,0
9HuNqrpS,NEXON,US,26,38,0
8OMotvcZ,Tencent,KR,16,37,1
dqjnz5UJ,GY,KR,23,14,0
jpogIwLn,NEXON,CN,55,36,1
pVxlcWPS,Tencent,US,56,27,1
UqTlaUbz,TiMi,CN,4,42,1
oHmU4m5Z,Tencent,UK,79,37,0
ogJlG93z,NETS,KR,67,45,0
z1ZCw0kz,TiMi,KR,21,46,0
jvVQ2Wsg,NETS,CN,82,39,0
c6Fbgjwh,TiMi,CN,41,16,0
lXDPMZRf,TiMi,CN,29,19,0
iisdS4fJ,GY,CN,33,23,0
cMhUTGsj,TiMi,KR,11,50,1
NEVAZI5y,NETS,KR,37,47,0
cjoLYLyl,Tencent,CN,98,36,0
ENjpLsqg,NETS,US,98,28,1
EPzinesR,Tencent,KR,12,35,1
gLpYobkD,Tencent,UK,74,24,0
wirgQ9st,GY,UK,70,13,0
CsoypPFI,Tencent,US,58,30,1
9YbSmwHv,NETS,UK,49,35,1
e7XtDjFg,GY,UK,2,47,1
24GG6S7k,Tencent,UK,89,24,1
yoBcE8R4,NETS,UK,12,35,1
zu9r62EP,NETS,UK,45,34,0
k84TooL7,NEXON,UK,2,40,1
7qu4Y9hj,Tencent,CN,32,45,1
IlJP9o4i,Tencent,US,74,19,1
kkYgkto8,NETS,US,80,30,1
MTOEQbwf,NEXON,US,26,45,1
XujHA4Ui,GY,CN,56,47,1
EP0KNXty,TiMi,CN,28,50,0
20kyaNAI,NEXON,US,74,28,1
e4wyo09J,Tencent,UK,16,24,0
DvmcLOSL,GY,UK,79,36,1
M6xnOdzp,TiMi,US,16,36,1
Aj9z0Mwf,Tencent,US,5,25,1
LCkboQQ0,NETS,CN,83,34,1
YuhC0J7l,TiMi,CN,16,28,1
PB5uvVBJ,TiMi,CN,45,28,0
CtukP1Ul,NEXON,CN,82,10,0
c5VyWhSt,TiMi,KR,89,34,1
4xuEBXO6,NEXON,UK,95,49,1
ERgaZlLz,TiMi,KR,83,22,1
gQE5mVLF,TiMi,UK,54,43,1
tBhERGFm,Tencent,CN,24,29,0
Jg39FCXY,GY,KR,30,33,1
MMTAzDMb,NEXON,CN,34,46,1
ChJUZR18,NETS,US,76,37,0
67WAwecq,GY,UK,68,30,1
01GhaqLR,TiMi,UK,96,21,1
9m51SR35,GY,KR,17,27,1
ScmMvCZM,GY,CN,14,30,0
sPROCeFe,NETS,CN,33,36,0
jRaIxOMi,NETS,KR,38,36,1
aOLkoduU,Tencent,KR,64,38,1
tBys6Ud5,TiMi,UK,84,49,0
8Z3mBloz,NEXON,CN,78,11,1
sG6cCAeY,NETS,CN,26,23,0
jfXFNZ0T,TiMi,KR,44,36,0
eQWwOSTP,GY,KR,41,37,1
kuEDKVfU,GY,UK,57,49,1
a5VyUnJb,Tencent,US,38,29,0
N0lZKJFl,GY,CN,29,20,1
teXTkjqH,TiMi,US,99,19,0
PtiT2pXq,TiMi,US,80,21,0
NErM3hMb,GY,US,55,27,0
MZ7UaHWI,TiMi,KR,44,31,0
nlOB8j31,Tencent,US,71,34,0
Md8gkVam,NEXON,US,55,32,0
xKoikZ36,TiMi,US,54,12,0
XKTAzXf5,GY,UK,52,12,1
I1qdFjA7,GY,UK,32,34,1
CMOPril1,NEXON,KR,84,11,1
VX7WMBTk,Tencent,UK,14,40,0
fnDInynJ,TiMi,US,70,26,1
4DA8dHvd,NEXON,US,10,48,0
dhVSPfpu,Tencent,KR,45,17,1
nmlmEc4B,NETS,CN,59,11,1
W6B16r9I,GY,CN,44,20,0
VLDdwlT5,NETS,CN,57,43,0
hStdCEb1,NEXON,US,86,25,1
NdH5zHng,TiMi,CN,31,29,0
oFcQjkyQ,GY,CN,19,30,1
cILtYwV6,TiMi,CN,42,50,0
gDK4s9KU,TiMi,KR,77,15,1
1HvzaP1V,Tencent,US,13,21,1
OXa4a1fU,NEXON,CN,24,16,0
maYs9iR3,NETS,KR,41,50,1
yoXLeomK,Tencent,KR,33,24,1
oK69u4jz,Tencent,US,69,47,1
qSuagUCN,GY,CN,70,40,1
Kqrej8lF,GY,KR,15,19,1
DWqFtQVo,Tencent,US,55,37,0
48Dg1EW3,TiMi,KR,1,23,1
A7odeqkr,NEXON,US,22,22,1
kK2yVzgi,GY,CN,40,23,1
mgTw8oBo,GY,US,29,14,1
YatIb9VM,TiMi,KR,86,31,0
SxQsaSAP,Tencent,KR,40,40,0
X45jXxsw,TiMi,US,94,12,0
FR3WI4B6,Tencent,UK,68,49,0
QFadweGP,NEXON,US,96,18,0
LFNqnFpc,GY,US,34,40,0
0JljHJuK,TiMi,CN,15,27,0
B5hb3AAA,NEXON,CN,65,27,0
fPERdTsJ,Tencent,CN,48,48,1
IbxkCMoS,TiMi,CN,35,12,0
boWiTbCM,NEXON,US,10,26,0
7SM3An0n,Tencent,UK,36,25,0
gEHjYONX,NETS,CN,79,15,1
6b9yJPKs,TiMi,UK,58,18,1
ynnMS5Y9,TiMi,US,78,24,0
h2Ssnyf3,NEXON,US,97,14,1
MbZ4fDeA,NETS,CN,91,14,0
wALqpKzY,Tencent,US,91,10,0
1u2WMohk,NEXON,KR,50,38,1
nguSUFC0,NETS,KR,25,48,0
5V9bJAF8,NETS,KR,19,27,0
lPngD2M1,GY,US,21,46,1
jC5gVVDU,NEXON,KR,73,38,1
MLlhPKgp,NEXON,CN,22,35,0
31wsKrEv,Tencent,UK,87,41,1
B09Yo7Lu,GY,UK,44,46,1
85iNKAHu,GY,US,66,45,0
H4Rv8UvA,NEXON,US,55,48,0
NIKNQOJF,Tencent,CN,46,14,1
ZiUO3usI,Tencent,CN,60,43,0
yexZUFzr,NETS,CN,16,25,0
oMotn9lj,TiMi,KR,66,13,1
w9pM30Un,NEXON,KR,58,50,0
pHCaWfoe,Tencent,KR,72,24,1
osK5vZYx,TiMi,KR,91,10,1
1nUTbJAg,NEXON,UK,43,26,1
eV099002,NETS,KR,20,32,0
pBL117hr,TiMi,KR,82,49,0
20mpB7UK,Tencent,CN,28,47,1
N5FSD53l,TiMi,US,46,49,0
OK1hBj7s,Tencent,UK,9,20,1
GMVrnUIW,Tencent,KR,54,24,0
rWRPqsIz,NEXON,KR,63,26,1
ECN3X3cU,GY,KR,30,44,1
fOfbi6ZV,NETS,US,79,39,0
mbvQCqeB,Tencent,KR,84,27,1
EYol12dZ,NEXON,US,54,13,0
SI8Mj62Y,TiMi,CN,58,16,0
a4Ushu5l,GY,UK,15,39,0
fjEtBzLd,NETS,UK,51,33,1
mK8sFH64,TiMi,CN,20,31,0
VXFJlpiM,NEXON,UK,24,23,1
pTh9xsQH,GY,UK,51,46,0
6hIWzK4b,NEXON,US,77,45,1
ZLSICa3B,Tencent,UK,21,36,0
SjdhDQ9R,GY,CN,51,12,1
LJ8WtOLn,GY,CN,84,32,0
HdniPxpV,GY,US,93,14,0
ZSF5GEfo,NEXON,KR,45,21,0
e7ZRPuRq,TiMi,CN,15,41,1
6U878Zt8,NETS,UK,90,23,0
ad4xJLMD,NEXON,CN,77,26,0
CO4vZ70c,TiMi,CN,37,45,0
d8kE6bq4,GY,UK,85,40,0
4GLB9mxY,NEXON,KR,5,48,1
ZoE9Yui6,NETS,KR,30,14,1
nEO2s26Z,Tencent,US,55,43,0
0HrEwUdy,TiMi,CN,27,35,1
Pi8HAo4X,Tencent,US,48,31,1
mlPKvkqw,NETS,UK,76,44,0
QGjfR8DY,NEXON,CN,21,12,1
4vhJzCsU,TiMi,US,32,50,0
YMbyVzBi,Tencent,KR,94,18,0
w08mbZld,TiMi,US,76,10,1
QKPYkF0S,Tencent,US,89,40,0
g4p2FPCU,Tencent,US,0,49,0
IE1Syy4L,Tencent,CN,4,38,1
xnm3CQvM,TiMi,CN,30,10,0
9GZC4QRK,GY,KR,14,13,1
Ucz6kIKM,Tencent,US,6,23,0
Y1xHWs9i,TiMi,KR,71,48,0
IoVHXvhD,TiMi,US,16,17,0
beoIQX2p,Tencent,UK,40,33,0
